id,category,type,registration_number,deletion_date,registration,country
1099857,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,3479,,OK-3479,CZ
1099895,AVREG_DATA.CATEGORIES.GLIDER,ASW 15,3141,,OK-3141,CZ
1099911,AVREG_DATA.CATEGORIES.GLIDER,L 23,2323,2018-05-31T13:30:00.000Z,OK-2323,CZ
1100115,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,VRC,,OK-VRC,CZ
1100614,AVREG_DATA.CATEGORIES.GLIDER,LS 1-f,2030,,OK-2030,CZ
1100623,AVREG_DATA.CATEGORIES.AIRPLANE,T-131.PA Jungmann,ARP,,OK-ARP,CZ
1101455,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna FR 182,MBA,2011-03-10T12:00:00.000Z,OK-MBA,CZ
1101489,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 182,OKJ,,OK-OKJ,CZ
1101492,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 182,POH,2017-11-07T14:00:00.000Z,OK-POH,CZ
1101590,AVREG_DATA.CATEGORIES.POWERED_GLIDER,LAK-17,9731,2013-01-15T23:00:00.000Z,OK-9731,CZ
1101663,AVREG_DATA.CATEGORIES.GLIDER,ASW 15,7477,,OK-7477,CZ
1101736,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,SUP,,OK-SUP,CZ
1101739,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,FOX,2024-11-04T15:10:00.000Z,OK-FOX,CZ
1102195,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,DSR,,OK-DSR,CZ
1102665,AVREG_DATA.CATEGORIES.AIRPLANE,EXTRA 300,WKL,2013-07-28T23:00:00.000Z,OK-WKL,CZ
1102857,,HPH Glasflügel 304,3040,2014-03-20T08:00:00.000Z,OK-3040,CZ
1103142,AVREG_DATA.CATEGORIES.HELICOPTER,R 22,ALI,2020-08-31T07:00:00.000Z,OK-ALI,CZ
1103285,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,CAMERON HOT AIR BALLOONS,3008,2020-07-22T08:30:00.000Z,OK-3008,CZ
1103347,AVREG_DATA.CATEGORIES.AIRPLANE,EXTRA 300,KUR,2013-06-14T09:00:00.000Z,OK-KUR,CZ
1103522,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 402,VOM,,OK-VOM,CZ
1103547,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,3366,,OK-3366,CZ
1103737,AVREG_DATA.CATEGORIES.AIRPLANE,EXTRA 300,ELC,2020-08-26T07:00:00.000Z,OK-ELC,CZ
1104120,AVREG_DATA.CATEGORIES.AIRPLANE,Z 242,BKT,,OK-BKT,CZ
1104130,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,9009,,OK-9009,CZ
1104397,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,STE,,OK-STE,CZ
1104619,AVREG_DATA.CATEGORIES.GLIDER,ASW 27,2299,2016-02-26T08:30:00.000Z,OK-2299,CZ
1104635,AVREG_DATA.CATEGORIES.AIRPLANE,Z 143,NEW,,OK-NEW,CZ
1104930,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA28,MAN,2021-03-17T07:00:00.000Z,OK-MAN,CZ
1104947,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,CLL,,OK-CLL,CZ
1105004,AVREG_DATA.CATEGORIES.GLIDER,ASW 15,2076,,OK-2076,CZ
1105015,AVREG_DATA.CATEGORIES.POWERED_GLIDER,VENTUS,5999,2021-02-22T14:00:00.000Z,OK-5999,CZ
1105144,AVREG_DATA.CATEGORIES.GLIDER,PW-5 Smyk,3180,2016-02-09T11:00:00.000Z,OK-3180,CZ
1105164,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,0901,,OK-0901,CZ
1105169,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,0022,2023-04-17T07:30:00.000Z,OK-0022,CZ
1105225,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,8809,,OK-8809,CZ
1105345,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,SSJ,,OK-SSJ,CZ
1106107,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,VDP,2025-06-25T16:00:00.000Z,OK-VDP,CZ
1106450,AVREG_DATA.CATEGORIES.HELICOPTER,R 22,VDM,,OK-VDM,CZ
1106453,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,ENA,,OK-ENA,CZ
1106759,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 510,FTR,,OK-FTR,CZ
1106846,AVREG_DATA.CATEGORIES.HELICOPTER,R 22,KFS,2019-09-23T07:00:00.000Z,OK-KFS,CZ
1106932,AVREG_DATA.CATEGORIES.HELICOPTER,R 22,IVO,,OK-IVO,CZ
1106937,AVREG_DATA.CATEGORIES.AIRPLANE,Z 326,OTP,,OK-OTP,CZ
1107040,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 414,BAA,2013-11-26T07:00:00.000Z,OK-BAA,CZ
1107250,AVREG_DATA.CATEGORIES.GLIDER,PIK-20 D,6600,,OK-6600,CZ
1107559,AVREG_DATA.CATEGORIES.GLIDER,ASW 15,2141,,OK-2141,CZ
1107607,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna F 172,DTB,,OK-DTB,CZ
1107669,AVREG_DATA.CATEGORIES.AIRPLANE,Pilatus PC-12,PPP,2014-10-03T07:00:00.000Z,OK-PPP,CZ
1107844,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna FR 172,SPK,,OK-SPK,CZ
1108274,AVREG_DATA.CATEGORIES.POWERED_GLIDER,"H 36 ""DIMONA""",3612,2011-05-17T11:00:00.000Z,OK-3612,CZ
1108279,AVREG_DATA.CATEGORIES.POWERED_GLIDER,"H 36 ""DIMONA""",3613,,OK-3613,CZ
1108302,AVREG_DATA.CATEGORIES.POWERED_GLIDER,ASW 27,9922,,OK-9922,CZ
1108542,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,TVK,2017-05-25T23:00:00.000Z,OK-TVK,CZ
1108736,AVREG_DATA.CATEGORIES.AIRPLANE,BEECH 200,UNO,2018-11-09T13:45:00.000Z,OK-UNO,CZ
1109388,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,BLA,2014-03-10T11:30:00.000Z,OK-BLA,CZ
1109393,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,3740,,OK-3740,CZ
1109989,AVREG_DATA.CATEGORIES.POWERED_GLIDER,"H 36 ""DIMONA""",3614,2010-06-28T23:00:00.000Z,OK-3614,CZ
1109999,AVREG_DATA.CATEGORIES.POWERED_GLIDER,"H 36 ""DIMONA""",3615,2010-11-22T23:00:00.000Z,OK-3615,CZ
1110006,AVREG_DATA.CATEGORIES.GLIDER,LS 3,2357,,OK-2357,CZ
1110244,AVREG_DATA.CATEGORIES.GLIDER,VSO 10,0581,,OK-0581,CZ
1110293,,BB-S,0664,2009-04-13T23:00:00.000Z,OK-0664,CZ
1110314,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 560XL,XLS,,OK-XLS,CZ
1110319,,BB,9682,2019-05-29T11:30:00.000Z,OK-9682,CZ
1110327,,BB,0655,2009-06-11T12:00:00.000Z,OK-0655,CZ
1110335,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,2083,2017-11-10T07:00:00.000Z,OK-2083,CZ
1110368,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,CPL,,OK-CPL,CZ
1110403,AVREG_DATA.CATEGORIES.AIRPLANE,L 29,AJW,,OK-AJW,CZ
1110693,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,GCA,2009-06-03T23:00:00.000Z,OK-GCA,CZ
1110711,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,GCB,2009-06-23T23:00:00.000Z,OK-GCB,CZ
1110714,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,GCC,2009-07-22T23:00:00.000Z,OK-GCC,CZ
1110886,AVREG_DATA.CATEGORIES.GLIDER,ASW 15,2186,,OK-2186,CZ
1110892,AVREG_DATA.CATEGORIES.AIRPLANE,AN 2,HFL,,OK-HFL,CZ
1111603,AVREG_DATA.CATEGORIES.GLIDER,HPH Glasflügel 304,1011,2013-03-08T12:00:00.000Z,OK-1011,CZ
1111822,AVREG_DATA.CATEGORIES.AIRPLANE,Pilatus PC-6,PTP,2012-03-07T07:00:00.000Z,OK-PTP,CZ
1111892,AVREG_DATA.CATEGORIES.POWERED_GLIDER,HPH Glasflügel 304,0999,,OK-0999,CZ
1112002,AVREG_DATA.CATEGORIES.AIRPLANE,1.131 (C-104),TKB,,OK-TKB,CZ
1112416,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 182,JTV,,OK-JTV,CZ
1112491,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 150 ,DAN,,OK-DAN,CZ
1112717,AVREG_DATA.CATEGORIES.GAS_BALLOON,FKP-STU/380,0010,,OK-0010,CZ
1112738,AVREG_DATA.CATEGORIES.HELICOPTER,EC 120,HEL,,OK-HEL,CZ
1113051,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,DWX,,OK-DWX,CZ
1113176,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,ABD,,OK-ABD,CZ
1113206,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 510,MYS,,OK-MYS,CZ
1113442,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,EKB,2023-11-15T11:00:00.000Z,OK-EKB,CZ
1114070,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,PAV,,OK-PAV,CZ
1114522,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,2667,,OK-2667,CZ
1114625,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,RTR,,OK-RTR,CZ
1114870,AVREG_DATA.CATEGORIES.AIRPLANE,M20J,SYK,,OK-SYK,CZ
1115795,AVREG_DATA.CATEGORIES.POWERED_GLIDER,HPH Glasflügel 304,0998,,OK-0998,CZ
1115914,AVREG_DATA.CATEGORIES.GLIDER,VENTUS,3086,,OK-3086,CZ
1115917,AVREG_DATA.CATEGORIES.AIRPLANE,MAULE,AGA,2025-11-21T23:00:00.000Z,OK-AGA,CZ
1117016,AVREG_DATA.CATEGORIES.GLIDER,ASW 15,2079,,OK-2079,CZ
1117485,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,GCD,2009-09-22T13:00:00.000Z,OK-GCD,CZ
1117493,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,GCE,2009-10-26T23:00:00.000Z,OK-GCE,CZ
1117498,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,GCF,2009-11-25T23:00:00.000Z,OK-GCF,CZ
1117515,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,UGM,2009-11-25T23:00:00.000Z,OK-UGM,CZ
1117750,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,6688,,OK-6688,CZ
1117831,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna F177,CWD,2018-04-09T09:30:00.000Z,OK-CWD,CZ
1118224,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA46,NTG,2014-05-19T14:00:00.000Z,OK-NTG,CZ
1118286,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,SIM,2014-08-03T23:00:00.000Z,OK-SIM,CZ
1118653,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,TVL,,OK-TVL,CZ
1118661,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,TVM,,OK-TVM,CZ
1118820,AVREG_DATA.CATEGORIES.AIRPLANE,Commander 112 TCA ,BMO,,OK-BMO,CZ
1118836,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,WTC,,OK-WTC,CZ
1118902,AVREG_DATA.CATEGORIES.GLIDER,LAK-12,5305,,OK-5305,CZ
1118922,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,0680,2016-03-21T07:00:00.000Z,OK-0680,CZ
1119325,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,1612,2019-03-20T11:00:00.000Z,OK-1612,CZ
1119352,AVREG_DATA.CATEGORIES.GLIDER,ASW 15,5331,,OK-5331,CZ
1119526,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,0696,,OK-0696,CZ
1119535,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna  207,DIV,,OK-DIV,CZ
1119578,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,1004,,OK-1004,CZ
1119942,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2006T,TWN,2010-06-13T23:00:00.000Z,OK-TWN,CZ
1119973,AVREG_DATA.CATEGORIES.GLIDER,L 13,5042,,OK-5042,CZ
1120883,AVREG_DATA.CATEGORIES.GLIDER,Bergfalke,2003,,OK-2003,CZ
1120931,AVREG_DATA.CATEGORIES.GLIDER,VENTUS,1207,2015-06-15T12:45:00.000Z,OK-1207,CZ
1120991,AVREG_DATA.CATEGORIES.AIRPLANE,EXTRA 300,KOP,,OK-KOP,CZ
1121612,AVREG_DATA.CATEGORIES.AIRPLANE,A319-100,PET,2019-03-31T23:00:00.000Z,OK-PET,CZ
1121941,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,0903,,OK-0903,CZ
1122019,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,JWR,,OK-JWR,CZ
1122034,AVREG_DATA.CATEGORIES.AIRPLANE,Z 143,TUT,2011-10-11T07:00:00.000Z,OK-TUT,CZ
1122052,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,3333,,OK-3333,CZ
1122078,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,9003,,OK-9003,CZ
1122100,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 510,LEO,2014-08-14T07:30:00.000Z,OK-LEO,CZ
1122117,AVREG_DATA.CATEGORIES.AIRPLANE,SportCruiser,CSA,2013-12-19T08:00:00.000Z,OK-CSA,CZ
1122592,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,5577,,OK-5577,CZ
1122637,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna F 172,OKB,,OK-OKB,CZ
1122671,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,BAJ,2019-11-20T23:00:00.000Z,OK-BAJ,CZ
1122794,AVREG_DATA.CATEGORIES.AIRPLANE,DA20,SAA,2019-01-15T14:00:00.000Z,OK-SAA,CZ
1122954,AVREG_DATA.CATEGORIES.HELICOPTER,R 22,CMW,,OK-CMW,CZ
1123463,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 208,DAY,,OK-DAY,CZ
1123721,AVREG_DATA.CATEGORIES.GLIDER,LS 3,0804,,OK-0804,CZ
1123895,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,9649,,OK-9649,CZ
1124098,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,SVO,2024-10-22T23:00:00.000Z,OK-SVO,CZ
1124103,AVREG_DATA.CATEGORIES.HELICOPTER,R 22,TSB,,OK-TSB,CZ
1124328,AVREG_DATA.CATEGORIES.GLIDER,DG-1001,0110,2016-12-17T12:45:00.000Z,OK-0110,CZ
1125208,AVREG_DATA.CATEGORIES.AIRPLANE,VUT 001 Marabu,VUT,2011-10-17T07:00:00.000Z,OK-VUT,CZ
1126025,AVREG_DATA.CATEGORIES.GLIDER,L 13,9460,,OK-9460,CZ
1126348,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,UGS,2009-12-10T23:00:00.000Z,OK-UGS,CZ
1126354,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,UFA,2009-12-20T23:00:00.000Z,OK-UFA,CZ
1126360,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,UFB,2009-12-10T23:00:00.000Z,OK-UFB,CZ
1126470,AVREG_DATA.CATEGORIES.AIRPLANE,DA 40,MUF,,OK-MUF,CZ
1126747,AVREG_DATA.CATEGORIES.AIRPLANE,SR22,RTA,,OK-RTA,CZ
1126976,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,KUN,,OK-KUN,CZ
1126989,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,TUR,,OK-TUR,CZ
1126996,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,HAD,,OK-HAD,CZ
1127551,AVREG_DATA.CATEGORIES.AIRPLANE,SportCruiser,PIE,2012-02-03T11:00:00.000Z,OK-PIE,CZ
1127589,AVREG_DATA.CATEGORIES.GLIDER,HPH Glasflügel 304,3737,2013-03-08T12:00:00.000Z,OK-3737,CZ
1127594,AVREG_DATA.CATEGORIES.AIRPLANE,PITTS S-2B,PTS,2015-01-20T13:00:00.000Z,OK-PTS,CZ
1127608,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,HST,2022-09-02T14:30:00.000Z,OK-HST,CZ
1127934,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA32,RED,,OK-RED,CZ
1127996,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna FR 172,KHB,,OK-KHB,CZ
1129249,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,LAC,,OK-LAC,CZ
1129606,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,7546,,OK-7546,CZ
1129629,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,SPT,2011-05-04T11:00:00.000Z,OK-SPT,CZ
1129785,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 182,CAR,,OK-CAR,CZ
1129790,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,MAF,,OK-MAF,CZ
1130081,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,8806,,OK-8806,CZ
1130084,AVREG_DATA.CATEGORIES.HELICOPTER,BELL 206,AHF,2018-01-04T07:00:00.000Z,OK-AHF,CZ
1130138,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,7160,,OK-7160,CZ
1130557,AVREG_DATA.CATEGORIES.AIRPLANE,MAULE,FMT,,OK-FMT,CZ
1130945,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB-S,0717,2010-01-14T23:00:00.000Z,OK-0717,CZ
1131227,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 510,AJA,2016-07-18T23:00:00.000Z,OK-AJA,CZ
1131238,AVREG_DATA.CATEGORIES.GLIDER,ASW 19,2494,,OK-2494,CZ
1131276,AVREG_DATA.CATEGORIES.GLIDER,ASTIR CS,0697,,OK-0697,CZ
1131436,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,PIK,2010-01-25T23:00:00.000Z,OK-PIK,CZ
1131545,AVREG_DATA.CATEGORIES.GLIDER,ASW 19,6602,,OK-6602,CZ
1131709,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,0731,2013-05-21T07:00:00.000Z,OK-0731,CZ
1132059,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,SCI,,OK-SCI,CZ
1132066,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,0077,,OK-0077,CZ
1132239,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,GCG,2010-02-23T23:00:00.000Z,OK-GCG,CZ
1132316,AVREG_DATA.CATEGORIES.GLIDER,LS 4,4175,,OK-4175,CZ
1132615,AVREG_DATA.CATEGORIES.GLIDER,ASTIR CS,2244,,OK-2244,CZ
1132761,AVREG_DATA.CATEGORIES.HELICOPTER,EC 135,AHG,2016-12-21T08:30:00.000Z,OK-AHG,CZ
1133136,AVREG_DATA.CATEGORIES.HELICOPTER,R 22,AKY,,OK-AKY,CZ
1133245,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,2209,,OK-2209,CZ
1133287,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,0728,2010-02-08T23:00:00.000Z,OK-0728,CZ
1133664,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,TAB,,OK-TAB,CZ
1134017,AVREG_DATA.CATEGORIES.POWERED_GLIDER,ASW 22,2227,2018-10-05T07:30:00.000Z,OK-2227,CZ
1134580,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,TVN,2012-04-25T23:00:00.000Z,OK-TVN,CZ
1134600,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,5678,,OK-5678,CZ
1134840,AVREG_DATA.CATEGORIES.GLIDER,DG-300 ,5708,,OK-5708,CZ
1134874,AVREG_DATA.CATEGORIES.GLIDER,LS 1-f,2858,,OK-2858,CZ
1135210,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,AVI,,OK-AVI,CZ
1135217,AVREG_DATA.CATEGORIES.GLIDER,L 23,0698,2012-01-24T07:00:00.000Z,OK-0698,CZ
1135323,AVREG_DATA.CATEGORIES.GLIDER,Duo Discus,7761,,OK-7761,CZ
1135408,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,HLS,,OK-HLS,CZ
1135441,AVREG_DATA.CATEGORIES.HELICOPTER,R 22,HSK,,OK-HSK,CZ
1135682,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB-S,0730,2010-02-25T23:00:00.000Z,OK-0730,CZ
1135716,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,6394,,OK-6394,CZ
1135746,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,0926,,OK-0926,CZ
1135752,AVREG_DATA.CATEGORIES.GLIDER,Phoebus C,0447,,OK-0447,CZ
1136028,AVREG_DATA.CATEGORIES.GLIDER,VENTUS,4611,,OK-4611,CZ
1136162,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,3267,,OK-3267,CZ
1136235,AVREG_DATA.CATEGORIES.AIRPLANE,SportCruiser,NIC,,OK-NIC,CZ
1136496,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,0376,,OK-0376,CZ
1136756,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,1177,,OK-1177,CZ
1136981,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,AVA,,OK-AVA,CZ
1137010,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,XAA,,OK-XAA,CZ
1137029,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna LC Series,MIC,,OK-MIC,CZ
1137589,AVREG_DATA.CATEGORIES.GLIDER,L 23,1300,,OK-1300,CZ
1137959,AVREG_DATA.CATEGORIES.AIRPLANE,SportCruiser,RAL,2012-03-30T09:00:00.000Z,OK-RAL,CZ
1137965,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,0428,,OK-0428,CZ
1138095,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna F 172,ATM,,OK-ATM,CZ
1138451,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,2999,,OK-2999,CZ
1138555,AVREG_DATA.CATEGORIES.GLIDER,ASW 19,7808,,OK-7808,CZ
1139066,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,CCA,2012-05-23T13:30:00.000Z,OK-CCA,CZ
1139282,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,TVO,2025-06-10T23:00:00.000Z,OK-TVO,CZ
1139679,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,EEE,,OK-EEE,CZ
1141096,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,0055,,OK-0055,CZ
1141143,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,XRE,,OK-XRE,CZ
1141889,AVREG_DATA.CATEGORIES.AIRPLANE,L 200,KAT,,OK-KAT,CZ
1142489,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,6676,,OK-6676,CZ
1142754,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 525,PBS,2019-11-27T07:00:00.000Z,OK-PBS,CZ
1142836,AVREG_DATA.CATEGORIES.AIRPLANE,Pilatus PC-12,PCA,2012-06-01T09:00:00.000Z,OK-PCA,CZ
1143410,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,0505,2019-02-06T14:00:00.000Z,OK-0505,CZ
1144178,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA46,CRO,,OK-CRO,CZ
1144583,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2002-JR,LLA,2025-05-13T23:00:00.000Z,OK-LLA,CZ
1144690,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,ECG,,OK-ECG,CZ
1144991,AVREG_DATA.CATEGORIES.HOT_AIR_AIRSHIP,Cameron DP-70,1188,,OK-1188,CZ
1145259,AVREG_DATA.CATEGORIES.POWERED_GLIDER,ASW 24 ,0024,,OK-0024,CZ
1145541,AVREG_DATA.CATEGORIES.GLIDER,ASTIR CS,9919,,OK-9919,CZ
1145630,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,TVP,2021-11-11T23:00:00.000Z,OK-TVP,CZ
1145702,AVREG_DATA.CATEGORIES.POWERED_GLIDER,VENTUS,0550,,OK-0550,CZ
1145924,AVREG_DATA.CATEGORIES.GLIDER,Discus b,8822,,OK-8822,CZ
1146039,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA28,SEP,2011-04-26T11:00:00.000Z,OK-SEP,CZ
1146221,AVREG_DATA.CATEGORIES.GLIDER,VENTUS,1984,,OK-1984,CZ
1146293,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA28,PWR,,OK-PWR,CZ
1146433,AVREG_DATA.CATEGORIES.HELICOPTER,EC 135P2,LIN,,OK-LIN,CZ
1146530,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,DOU,,OK-DOU,CZ
1147151,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,LEK,,OK-LEK,CZ
1147200,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,SLV,2010-10-04T10:30:00.000Z,OK-SLV,CZ
1147662,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA31 ,EKV,,OK-EKV,CZ
1148735,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,SLD,2023-12-15T13:00:00.000Z,OK-SLD,CZ
1148796,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,CAMERON HOT AIR BALLOONS,0003,,OK-0003,CZ
1149333,AVREG_DATA.CATEGORIES.AIRPLANE,DA 40,KOM,2014-04-03T08:30:00.000Z,OK-KOM,CZ
1150145,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 177 RG,ONE,,OK-ONE,CZ
1150190,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,VSE,2022-01-18T23:00:00.000Z,OK-VSE,CZ
1150210,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna F 172,CHR,,OK-CHR,CZ
1151228,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB-S,2772,2010-07-23T12:00:00.000Z,OK-2772,CZ
1151246,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2006T,MEP,2025-05-21T08:00:00.000Z,OK-MEP,CZ
1151616,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 210,TEI,2024-12-11T23:00:00.000Z,OK-TEI,CZ
1151622,AVREG_DATA.CATEGORIES.GLIDER,L 13,8707,,OK-8707,CZ
1151700,AVREG_DATA.CATEGORIES.AIRPLANE,Z 143,AAF,,OK-AAF,CZ
1151994,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 525,FCY,2017-09-20T08:15:00.000Z,OK-FCY,CZ
1152008,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,SDT,2010-10-20T23:00:00.000Z,OK-SDT,CZ
1152020,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,SDU,2010-11-03T12:00:00.000Z,OK-SDU,CZ
